name,url,tree,size,price,promotion,,
Pumpkin Local Malaysia,https://coldstorage.com.sg/pumpkin-local-msia-152026,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,KG,$3.90 / 1000g     ,,,
Cabbage Wong Bok Australia,https://coldstorage.com.sg/cabbage-wong-bok-australia-156003,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,KG,$5.85 / 1300g     ,,,
Ginger Young Malaysia,https://coldstorage.com.sg/ginger-young-200g-036910,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,200g,$2.95 ,,,
Marrow Long Malaysia,https://coldstorage.com.sg/marrow-long-malaysia-152023,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,KG,$1.45 / 500g     ,,,
RADISH HOLLAND,https://coldstorage.com.sg/radish-161049,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,125G,$2.95 ,,,
Brinjal Red Malaysia,https://coldstorage.com.sg/brinjal-red-malaysia-152004,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,KG,$2.75 / 500g     ,,,
Boiled Bamboo Shoots 250g,https://coldstorage.com.sg/bamboo-shoot-china-030670,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,250G,$2.85 ,,,
Baby Beets 250g,https://coldstorage.com.sg/rte-baby-beetroot-250g-117769,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,250G,$5.95 ,,,
Bitter Gourd Mini Packet,https://coldstorage.com.sg/bitter-gourd-mini-330g-127225,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,330G,$3.05 ,,,
Peeled Baby Carrots +/-250g,https://coldstorage.com.sg/usa-peeled-baby-carrot-007162,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,250G,$2.95 ,,,
Silver Sprouts +/-145g,https://coldstorage.com.sg/silver-sprout-pkt-050769,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,145G,$1.45 ,,,
Fennel Belgium,https://coldstorage.com.sg/fennel-belgium-161066,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,KG,$12.45 / 500g     ,,,
Parsnip Australia,https://coldstorage.com.sg/parsnip-australia-161063,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,KG,$12.45 / 500g     ,,,
Korean Kimchi Packet 500g,https://coldstorage.com.sg/kimchi-pkt-gana-175018,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,500g,$8.55 ,,,
Asparagus Loose,https://coldstorage.com.sg/asparagus-loose-161026,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,KG,$10.90 ,31% off,,
Gingko Nuts Deshelled 80g,https://coldstorage.com.sg/ginko-nut-shelled-070711,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,80g,$1.65 ,,,
Pumpkin Large,https://coldstorage.com.sg/pumpkin-large-11-12c-167066,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,EA,$7.90 ,,,
Soya Bean Sprouts +/-200g,https://coldstorage.com.sg/soya-bean-sprout-050770,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,250,$1.55 ,,,
Kimchi Base 400g,https://coldstorage.com.sg/kimchi-base-082860,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,100g,$6.45 ,,,
Tri Colour Capsicums,https://coldstorage.com.sg/capsicum-tri-colour-lsh-149166,fruits-vegetables/fresh-vegetables/brinjals-gourds-others,300G,$6.90 ,,,
Tomato Local Malaysia,https://coldstorage.com.sg/tomato-local-152037,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,KG,$1.45 / 500g     ,,,
Tomato Cherry Honey Malaysia,https://coldstorage.com.sg/tomato-cherry-honey-084962,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,275g,$3.50 ,,,
Tomato Cherry Assorted Malaysia,https://coldstorage.com.sg/tomato-cherry-assorted-malaysia-084967,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,275g,$4.85 ,,,
Tomato Red Honey Thai ,https://coldstorage.com.sg/tomato-red-honey-thailand-071095,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,250g,$4.95 ,,,
Corn On Cob Malaysia,https://coldstorage.com.sg/corn-on-cob-malaysia-161036,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,2 a pack,$1.85 ,,,
Tomato Cherry On Vine,https://coldstorage.com.sg/tomato-cherry-on-vine-084964,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,200G,$4.85 ,,,
Perino Sweet Snacking Tomatoes Australia,https://coldstorage.com.sg/tomato-grape-perino-australia-084889,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,200g,$5.95 ,,,
Tomato Malaysia Bag,https://coldstorage.com.sg/tomato-malaysia-bag-160066,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,600g,$5.65 ,,,
Tomato Baby Roma Vine Malaysia,https://coldstorage.com.sg/tomato-baby-roma-vine-084965,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,200g,$4.65 ,,,
Baby Corn Thailand,https://coldstorage.com.sg/fc-baby-corn-order-031545,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,.,$2.45 ,,,
Tomato Cherry Round Malaysia,https://coldstorage.com.sg/tomato-cherry-round-084963,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,275g,$4.85 ,,,
Tomato Gold Perino Australia,https://coldstorage.com.sg/tomato-gold-perino-aust-070332,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,200G,$6.00 ,,,
Tomato Cherry Medley France,https://coldstorage.com.sg/tomato-cherry-medley-gg-150471,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,425G,$7.90 ,,,
Heirloom Beef Tomato France,https://coldstorage.com.sg/heirloom-beef-tomato-gg-149161,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,750G,$11.90 ,,,
Heirloom Mini,https://coldstorage.com.sg/heirloom-tomato-gg-149159,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,500G,$10.90 ,,,
Tomato Cocktail On Vine Lycopene,https://coldstorage.com.sg/tomato-cocktail-lycopene-075691,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,350G,$10.95 ,,,
Tomato Mini San Marzano France,https://coldstorage.com.sg/tomato-mini-san-marzano-075690,fruits-vegetables/fresh-vegetables/tomatoes-beans-corn,250G,$10.95 ,,,
Herbs Mint Malaysia,https://coldstorage.com.sg/herbs-mint-10g-076531,fruits-vegetables/fresh-vegetables/herbs-spices,10G,$2.85 ,,,
Basil Fresh ,https://coldstorage.com.sg/basil-fresh-30g-127289,fruits-vegetables/fresh-vegetables/herbs-spices,30G,$3.85 ,,,
Herbs Rosemary Malaysia,https://coldstorage.com.sg/herbs-rosemary-10g-076538,fruits-vegetables/fresh-vegetables/herbs-spices,10g,$2.85 ,,,
Chilli Padi Red Malaysia,https://coldstorage.com.sg/chilli-padi-red-100g-032373,fruits-vegetables/fresh-vegetables/herbs-spices,100g,$2.25 ,,,
Herbs Coriander Malaysia,https://coldstorage.com.sg/herbs-coriander-076808,fruits-vegetables/fresh-vegetables/herbs-spices,10G,$2.85 ,,,
Herbs Dill Malaysia,https://coldstorage.com.sg/herbs-dill-10g-076535,fruits-vegetables/fresh-vegetables/herbs-spices,10g,$2.85 ,,,
Herb Sweet Basil Malaysia,https://coldstorage.com.sg/herb-sweet-basil-malaysia-033244,fruits-vegetables/fresh-vegetables/herbs-spices,30g,$3.00 ,,,
Chilli Green Malaysia,https://coldstorage.com.sg/chilli-green-032372,fruits-vegetables/fresh-vegetables/herbs-spices,100g,$2.45 ,,,
Herbs Thyme Malaysia,https://coldstorage.com.sg/herbs-thyme-10g-076533,fruits-vegetables/fresh-vegetables/herbs-spices,10g,$2.85 ,,,
Herbs Italian Parsley Malaysia,https://coldstorage.com.sg/herb-italian-parsley-10g-076537,fruits-vegetables/fresh-vegetables/herbs-spices,10g,$2.85 ,,,
Herbs French Tarragon Malaysia,https://coldstorage.com.sg/herbs-french-tarragon-076534,fruits-vegetables/fresh-vegetables/herbs-spices,10g,$2.85 ,,,
Herbs Bay Leaves ,https://coldstorage.com.sg/herbs-bay-leaves-holland-025104,fruits-vegetables/fresh-vegetables/herbs-spices,30g,$5.95 ,,,
Herbs Oregano Malaysia,https://coldstorage.com.sg/herbs-oregano-10g-076539,fruits-vegetables/fresh-vegetables/herbs-spices,10g,$2.85 ,,,
Coriander Gourmet Garden,https://coldstorage.com.sg/coriander-gourmet-garden-085117,fruits-vegetables/fresh-vegetables/herbs-spices,80G,$5.95 ,,,
Fresh Tamarind 500g,https://coldstorage.com.sg/tamarind-thailand-500g-077382,fruits-vegetables/fresh-vegetables/herbs-spices,500G,$6.90 ,,,
Herb Sage ,https://coldstorage.com.sg/herb-sage-vg-30g-033243,fruits-vegetables/fresh-vegetables/herbs-spices,30G,$5.95 ,,,
Hussey Baby Spinach Australia,https://coldstorage.com.sg/hussey-baby-spinach-149651,fruits-vegetables/salads/ready-salads,100G,$5.00 ,,,
Baby Spinach Australia,https://coldstorage.com.sg/coolibah-baby-spinach-082779,fruits-vegetables/salads/ready-salads,100g,$3.60 ,39% off,,
CLASSIC MIX SALAD BAG,https://coldstorage.com.sg/classic-mix-salad-bag-078350,fruits-vegetables/salads/ready-salads,125g,$5.00 ,,,
Farmers Pick Salad Malaysia,https://coldstorage.com.sg/farmer-s-pick-071976,fruits-vegetables/salads/ready-salads,215g,$6.90 ,,,
4 SEASONS SALAD MIX,https://coldstorage.com.sg/4-seasons-mix-salad-bag-078351,fruits-vegetables/salads/ready-salads,125g,$6.90 ,,,
Kale Toscano,https://coldstorage.com.sg/kale-toscano-166497,fruits-vegetables/salads/ready-salads,150G,$7.00 ,,,
Kinky Kale,https://coldstorage.com.sg/kale-kinky-166494,fruits-vegetables/salads/ready-salads,150G,$7.00 ,,,
Baby Romaine Malaysia,https://coldstorage.com.sg/baby-cos-malaysia-015762,fruits-vegetables/salads/ready-salads,150g,$4.95 ,,,
Hussey Baby Spinach and Rocket Australia,https://coldstorage.com.sg/huss-baby-spinach-rocket-149652,fruits-vegetables/salads/ready-salads,100G,$5.00 ,,,
Baby Spinach,https://coldstorage.com.sg/gg-baby-spinach-158769,fruits-vegetables/salads/ready-salads,100G,$4.90 ,,,
Baby Butterhead Malaysia,https://coldstorage.com.sg/baby-butterhead-malaysia-076276,fruits-vegetables/salads/ready-salads,150g,$2.30 ,,,
Hussey Mesclun Mix Salad,https://coldstorage.com.sg/hussey-musclun-mix-149650,fruits-vegetables/salads/ready-salads,100G,$5.00 ,,,
Rocket Salad Italy,https://coldstorage.com.sg/rocket-salad-taly-086132,fruits-vegetables/salads/ready-salads,125G,$5.90 ,,,
Lettuce Butterhead Malaysia,https://coldstorage.com.sg/lettuce-butterhead-160044,fruits-vegetables/salads/ready-salads,150g,$3.90 ,,,
Mesclun Salad Australia,https://coldstorage.com.sg/coolibah-mesclun-gourmet-082781,fruits-vegetables/salads/ready-salads,100g,$3.60 ,39% off,,
Rte Moroccan Salad,https://coldstorage.com.sg/rte-moroccan-salad-006061,fruits-vegetables/salads/ready-salads,250G,$6.95 ,,,
Hussey Wild Rocket,https://coldstorage.com.sg/hussey-wild-rocket-100g-157044,fruits-vegetables/salads/ready-salads,100G,$5.00 ,,,
Antioxiant Mix 80g,https://coldstorage.com.sg/antioxiant-mix-80g-139211,fruits-vegetables/salads/ready-salads,BOX,$6.90 ,,,
Baby Caesar Salad Bowl,https://coldstorage.com.sg/baby-caesar-salad-bowl-074028,fruits-vegetables/salads/ready-salads,BWL,$5.50 ,,,
Italian Rocket Salad Bowl Malaysia,https://coldstorage.com.sg/italian-rocket-salad-078270,fruits-vegetables/salads/ready-salads,BWL,$5.50 ,,,
Nourish Mix 80g,https://coldstorage.com.sg/nourish-mix-80g-139210,fruits-vegetables/salads/ready-salads,BOX,$6.90 ,,,
Lettuce Curly Crisp Malaysia,https://coldstorage.com.sg/lettuce-curly-crisp-malaysia-078271,fruits-vegetables/salads/ready-salads,180g,$5.95 ,,,
Large Lima Beans,https://coldstorage.com.sg/beans-large-lima-113157,fruits-vegetables/salads/salad-add-ons,28OZ,$11.50 ,,,
Brown Rice Cracker Thailand,https://coldstorage.com.sg/brown-rice-crackers-082702,fruits-vegetables/salads/salad-add-ons,200g,$4.65 ,,,
Sensational Sweet Chilli Spelt,https://coldstorage.com.sg/rte-sweet-chilli-spelt-006053,fruits-vegetables/salads/salad-add-ons,250,$6.95 ,,,
Asian Dressing,https://coldstorage.com.sg/asian-dressing-085437,fruits-vegetables/salads/salad-add-ons,180ML,$4.95 ,,,
Caesar Dressing  180ml,https://coldstorage.com.sg/caesar-180ml-119021,fruits-vegetables/salads/salad-add-ons,180ML,$4.95 ,,,
Coriander Gourmet Garden,https://coldstorage.com.sg/coriander-gourmet-garden-085117,fruits-vegetables/salads/salad-add-ons,80G,$5.95 ,,,
Dark Balsamic Vinaigrette Dressing,https://coldstorage.com.sg/balsamic-dressing-085435,fruits-vegetables/salads/salad-add-ons,180ML,$4.95 ,,,
Italian Dressing,https://coldstorage.com.sg/italian-dressing-085434,fruits-vegetables/salads/salad-add-ons,180ML,$4.95 ,,,
Japanese Dressing 180ml,https://coldstorage.com.sg/japanese-180ml-119020,fruits-vegetables/salads/salad-add-ons,180ML,$4.95 ,,,
Thousand Island Dressing 180ml,https://coldstorage.com.sg/thousand-island-180ml-119019,fruits-vegetables/salads/salad-add-ons,180ML,$4.95 ,,,
Dried Mango Philippines,https://coldstorage.com.sg/dried-mango-078867,fruits-vegetables/dried-fruits,70G,$3.45 ,,,
Dried Figs Packed Turkey,https://coldstorage.com.sg/dried-figs-078603,fruits-vegetables/dried-fruits,200G,$6.45 ,,,
Dried Cranberries,https://coldstorage.com.sg/dried-cranberries-usa-078866,fruits-vegetables/dried-fruits,100G,$3.45 ,,,
Cranberry & Apple Mix ,https://coldstorage.com.sg/cranberry-n-apple-mix-pp-079687,fruits-vegetables/dried-fruits,100G,$4.45 ,,,
Dried Cherries,https://coldstorage.com.sg/dried-cherries-usa-079006,fruits-vegetables/dried-fruits,100G,$6.45 ,,,
Dried Green Mango,https://coldstorage.com.sg/dried-green-mango-70g-119080,fruits-vegetables/dried-fruits,70G,$3.45 ,,,
Freeze Dried Durian 25g,https://coldstorage.com.sg/freeze-dried-durian-134241,fruits-vegetables/dried-fruits,25G,$5.65 ,,,
California Dates Almond Rolls 340g,https://coldstorage.com.sg/dates-almond-roll-calif-074966,fruits-vegetables/dried-fruits,340G,$13.30 ,,,
Deglet Nour Dates 500g,https://coldstorage.com.sg/dates-deglet-nour-500g-084304,fruits-vegetables/dried-fruits,500G,$6.90 ,,,
Iran Bam Dates 550g,https://coldstorage.com.sg/bam-dates-550g-iran-075895,fruits-vegetables/dried-fruits,550G,$5.95 ,,,
Dried Cranberries & Blueberries ,https://coldstorage.com.sg/dried-cranberries-blueberries-078871,fruits-vegetables/dried-fruits,100G,$4.45 ,,,
Dried Cranberries & Raisin ,https://coldstorage.com.sg/cran-raisin-gold-raisin-079689,fruits-vegetables/dried-fruits,100G,$2.95 ,,,
Dried Jumbo Figs Packed USA,https://coldstorage.com.sg/dried-jumbo-figs-078870,fruits-vegetables/dried-fruits,150G,$6.95 ,,,
Dried Prunes,https://coldstorage.com.sg/dried-prunes-078876,fruits-vegetables/dried-fruits,125G,$2.95 ,,,
Dried Roasted Black Bean,https://coldstorage.com.sg/roasted-black-bean-80g-082897,fruits-vegetables/dried-fruits,80G,$4.15 ,,,
Dried Whole Cranberries ,https://coldstorage.com.sg/dried-whole-cranberries-usa-080287,fruits-vegetables/dried-fruits,100G,$3.95 ,,,
Roasted Walnut,https://coldstorage.com.sg/roasted-walnut-072861,fruits-vegetables/dried-fruits,1PKT,$6.45 ,,,
Whole Dried Craberries With Apple Juice Organic 100g,https://coldstorage.com.sg/ntr-d-cran-w-apple-137983,fruits-vegetables/dried-fruits,100G,$4.95 ,,,
Dried Mango 220g,https://coldstorage.com.sg/dried-mango-020097,fruits-vegetables/dried-fruits,200G,$4.60 ,,,
Honey Dried Peaches 190g,https://coldstorage.com.sg/dried-honey-peaches-144646,fruits-vegetables/dried-fruits,190G,$3.20 ,,,
Honey Lime Slices 150g,https://coldstorage.com.sg/honey-lime-slice-006542,fruits-vegetables/dried-fruits,150G,$2.30 ,,,
Dried Honey Peaches 180g,https://coldstorage.com.sg/dried-honey-peaches-pkt-006862,fruits-vegetables/dried-fruits,180G,$3.15 ,,,
Seedless Plum 260g,https://coldstorage.com.sg/seedless-plum-006568,fruits-vegetables/dried-fruits,260G,$4.50 ,,,
Fo Shou Guo 180g,https://coldstorage.com.sg/fo-shou-guo-141838,fruits-vegetables/dried-fruits,180G,$2.95 ,,,
Preserved Plum 200g,https://coldstorage.com.sg/preserved-plum-108283,fruits-vegetables/dried-fruits,200G,$2.60 ,,,
Preserved Seedless Plums 200g,https://coldstorage.com.sg/preserved-plum-s-l-108285,fruits-vegetables/dried-fruits,200G,$2.60 ,,,
Red Dates 150g,https://coldstorage.com.sg/red-dates-108803,fruits-vegetables/dried-fruits,150G,$2.35 ,,,
Yee Sang 350g,https://coldstorage.com.sg/loh-hey-yee-sang-w-tub-163761,fruits-vegetables/dried-fruits,350G,$10.80 ,,,
Yee Sang 600g,https://coldstorage.com.sg/yee-sang-012115,fruits-vegetables/dried-fruits,600G,$20.90 ,,,
Sun Gift Dried Cranberries 110g,https://coldstorage.com.sg/sg-dried-cranberries-050244,fruits-vegetables/dried-fruits,110G,$3.90 ,,,
Sun Gift Dried Mango 150g,https://coldstorage.com.sg/sun-gift-dried-mango-050259,fruits-vegetables/dried-fruits,130G,$4.10 ,,,
Canned Chick Peas 400g,https://coldstorage.com.sg/chick-peas-160469,fruits-vegetables/canned-chilled-frozen/canned-beans,400G,$2.35 ,,,
Baked Beans in Tomato Sauce 390g  (#),https://coldstorage.com.sg/baked-beans-in-ts-137999,fruits-vegetables/canned-chilled-frozen/canned-beans,390G,$1.35 ,,,
Canned Extra Fine Butter Beans 400g,https://coldstorage.com.sg/extra-fine-butter-bean-166848,fruits-vegetables/canned-chilled-frozen/canned-beans,400G,$2.35 ,,,
Canned Organic Green Beans 400g,https://coldstorage.com.sg/organic-green-beans-166851,fruits-vegetables/canned-chilled-frozen/canned-beans,400G,$3.85 ,,,
Canned Red Kidney Beans 400g,https://coldstorage.com.sg/red-kidney-beans-160468,fruits-vegetables/canned-chilled-frozen/canned-beans,400G,$2.35 ,,,
Canned Organic Peeled Tomato 383g,https://coldstorage.com.sg/organic-peeled-tomato-166849,fruits-vegetables/canned-chilled-frozen/canned-vegetables,383G,$3.85 ,,,
Canned Extra Crisp Sweet Corn 300g,https://coldstorage.com.sg/extra-crisp-sweet-corn-160455,fruits-vegetables/canned-chilled-frozen/canned-vegetables,300G,$2.35 ,,,
Pineapple Chunks in Light Syrup 565g,https://coldstorage.com.sg/pineapple-chunk-159408,fruits-vegetables/canned-chilled-frozen/canned-vegetables,565G,$2.45 ,,,
Water Chestnuts In Water 340g,https://coldstorage.com.sg/water-chestnuts-in-water-104804,fruits-vegetables/canned-chilled-frozen/canned-vegetables,567G,$2.40 ,,,
Canned Fine Green Beans 400g,https://coldstorage.com.sg/fine-green-beans-160401,fruits-vegetables/canned-chilled-frozen/canned-vegetables,400G,$2.35 ,,,
Canned Organic Sweetcorn 300g,https://coldstorage.com.sg/organic-sweetcorn-166850,fruits-vegetables/canned-chilled-frozen/canned-vegetables,300G,$3.85 ,,,
Fruit Cocktail 820g,https://coldstorage.com.sg/fruit-cocktail-158598,fruits-vegetables/canned-chilled-frozen/canned-vegetables,820G,$3.95 ,,,
Pineapple Slices in Light Syrup 565g,https://coldstorage.com.sg/pineapple-slice-159407,fruits-vegetables/canned-chilled-frozen/canned-vegetables,565G,$2.45 ,,,
PALM HEART,https://coldstorage.com.sg/palm-heart-167440,fruits-vegetables/canned-chilled-frozen/canned-vegetables,220G,$4.30 ,,,
ORGANIC SLICED MUSHROOMS,https://coldstorage.com.sg/org-sliced-mushrooms-157628,fruits-vegetables/canned-chilled-frozen/canned-vegetables,400G,$4.95 ,,,
Sour Plum 200g,https://coldstorage.com.sg/sour-plum-170-042146,fruits-vegetables/canned-chilled-frozen/canned-vegetables,170G,$1.55 ,,,
Korea Kimchi Imported 400g,https://coldstorage.com.sg/kimchi-bottle-korea-175010,fruits-vegetables/canned-chilled-frozen/preserved-vegetables,400g,$8.55 ,,,
Pickled Mustard Chilli 250g,https://coldstorage.com.sg/pickled-mustard-chilli-175017,fruits-vegetables/canned-chilled-frozen/preserved-vegetables,250g,$2.95 ,,,
Salted Mustard 400g,https://coldstorage.com.sg/pickled-mustard-salt-175002,fruits-vegetables/canned-chilled-frozen/preserved-vegetables,400g,$2.85 ,,,
Tasty Kimchi 400g,https://coldstorage.com.sg/kimchi-cabbage-more-korea-082858,fruits-vegetables/canned-chilled-frozen/preserved-vegetables,150g,$8.25 ,7% off,,
Nonya Achar 220g,https://coldstorage.com.sg/nonya-achar-220gm-072008,fruits-vegetables/canned-chilled-frozen/preserved-vegetables,220G,$3.00 ,,,
Cut Kimchi 150g,https://coldstorage.com.sg/kimchi-150g-gana-075316,fruits-vegetables/canned-chilled-frozen/preserved-vegetables,150G,$2.95 ,,,
Kaktuki 500g Zongga,https://coldstorage.com.sg/kaktuki-500g-zongga-075302,fruits-vegetables/canned-chilled-frozen/preserved-vegetables,500G,$9.90 ,,,
Pickled Mustard Sour 350g,https://coldstorage.com.sg/ff-pickled-mustard-sour-175016,fruits-vegetables/canned-chilled-frozen/preserved-vegetables,350G,$2.25 ,,,
Sea Kelp W/ Chilli 150g,https://coldstorage.com.sg/instant-sea-veg-kelp-w-chilli-073779,fruits-vegetables/canned-chilled-frozen/preserved-vegetables,150G,$2.95 ,,,
Sichuan Preserved Vegetable Hot 400g,https://coldstorage.com.sg/pearl-sichuan-hot-400g-021986,fruits-vegetables/canned-chilled-frozen/preserved-vegetables,400G,$2.95 ,,,
Sichuan Preserved Vegetable Natural 400g,https://coldstorage.com.sg/bpearl-sichuan-nat-400g-021987,fruits-vegetables/canned-chilled-frozen/preserved-vegetables,400G,$3.45 ,,,
Korean Whole Kimchi 1kg,https://coldstorage.com.sg/kimchi-cabbage-whole-082859,fruits-vegetables/canned-chilled-frozen/preserved-vegetables,PKT,$13.25 ,,,
