name,url,tree,brand,size,price,promotion,tags,
Fresh Soya Milk Hi-Cal Omega Reduced Sugar 1L,https://coldstorage.com.sg/nutrisoy-123947,dairy-chilled-frozen/milk-soya/soya-cultured-milk,NUTRISOY,1L,$2.55,,"dairy,chilled,frozen,milk,soya,cultured,Fresh,Soya,Milk,Hi-Cal,Omega,Reduced,Sugar,1L"
Power Beans Soya Milk Unsweetened 1L,https://coldstorage.com.sg/marigold-055624,dairy-chilled-frozen/milk-soya/soya-cultured-milk,MARIGOLD,1L,$2.00,,"dairy,chilled,frozen,milk,soya,cultured,Power,Beans,Soya,Milk,Unsweetened,1L"
Fresh Soya Milk Hi-Cal Omega No Sugar 1L,https://coldstorage.com.sg/nutrisoy-123948,dairy-chilled-frozen/milk-soya/soya-cultured-milk,NUTRISOY,1L,$2.55,,"dairy,chilled,frozen,milk,soya,cultured,Fresh,Soya,Milk,Hi-Cal,Omega,No,Sugar,1L"
Fresh Soya Milk Hi-Cal W/ Almond Reduced Sugar 1L,https://coldstorage.com.sg/nutrisoy-026696,dairy-chilled-frozen/milk-soya/soya-cultured-milk,NUTRISOY,1L,$2.40,,"dairy,chilled,frozen,milk,soya,cultured,Fresh,Soya,Milk,Hi-Cal,W/,Almond,Reduced,Sugar,1L"
Non-Dairy Coconut Milk,https://coldstorage.com.sg/non-dairy-coconut-milk-167278,dairy-chilled-frozen/milk-soya/soya-cultured-milk,NUTTY BRUCE,1L,$10.95,,"dairy,chilled,frozen,milk,soya,cultured,Non-Dairy,Coconut,Milk"
Organic Soy Milk Unsweetened 1L,https://coldstorage.com.sg/org-soy-milk-171414,dairy-chilled-frozen/milk-soya/soya-cultured-milk,AUSTRALIA OWN,1PKT,$3.95,,"dairy,chilled,frozen,milk,soya,cultured,Organic,Soy,Milk,Unsweetened,1L"
Power Beans Soya Milk Reduced Sugar 1L,https://coldstorage.com.sg/marigold-055622,dairy-chilled-frozen/milk-soya/soya-cultured-milk,MARIGOLD,1L,$2.00,,"dairy,chilled,frozen,milk,soya,cultured,Power,Beans,Soya,Milk,Reduced,Sugar,1L"
Non-Dairy Almond Milk,https://coldstorage.com.sg/non-dairy-almond-milk-167277,dairy-chilled-frozen/milk-soya/soya-cultured-milk,NUTTY BRUCE,1L,$11.95,,"dairy,chilled,frozen,milk,soya,cultured,Non-Dairy,Almond,Milk"
Select Soy Milk Vanilla 946ml,https://coldstorage.com.sg/select-soy-milk-vanilla-133116,dairy-chilled-frozen/milk-soya/soya-cultured-milk,PACIFIC,946ML,$5.55,,"dairy,chilled,frozen,milk,soya,cultured,Select,Soy,Milk,Vanilla,946ml"
Almond Milk Dark Chocolate,https://coldstorage.com.sg/silk-esl-043130,dairy-chilled-frozen/milk-soya/soya-cultured-milk,SILK ESL,64OZ,$15.50,,"dairy,chilled,frozen,milk,soya,cultured,Almond,Milk,Dark,Chocolate"
Instant Organic Soya Milk Powder (No Sugar Added) 500g,https://coldstorage.com.sg/inst-organic-soya-milk-125282,dairy-chilled-frozen/milk-soya/soya-cultured-milk,UNISOY,500G,$9.15,,"dairy,chilled,frozen,milk,soya,cultured,Instant,Organic,Soya,Milk,Powder,(No,Sugar,Added),500g"
Soya Milk Original 1L,https://coldstorage.com.sg/soya-milk-original-058313,dairy-chilled-frozen/milk-soya/soya-cultured-milk,Homesoy,1L,$1.85,,"dairy,chilled,frozen,milk,soya,cultured,Soya,Milk,Original,1L"
Almond Milk Vanilla,https://coldstorage.com.sg/silk-esl-036840,dairy-chilled-frozen/milk-soya/soya-cultured-milk,SILK ESL,64OZ,$15.50,,"dairy,chilled,frozen,milk,soya,cultured,Almond,Milk,Vanilla"
Honey Melon Soya Milk 1L,https://coldstorage.com.sg/honey-melon-soya-168789,dairy-chilled-frozen/milk-soya/soya-cultured-milk,Homesoy,1L,$1.65,,"dairy,chilled,frozen,milk,soya,cultured,Honey,Melon,Soya,Milk,1L"
Power Beans Almond Soya Milk Reduced Sugar 1L,https://coldstorage.com.sg/soya-mil-r-sugar-almond-055623,dairy-chilled-frozen/milk-soya/soya-cultured-milk,MARIGOLD,1L,$2.00,,"dairy,chilled,frozen,milk,soya,cultured,Power,Beans,Almond,Soya,Milk,Reduced,Sugar,1L"
Power Beans Soya Milk Unsweetened 2L,https://coldstorage.com.sg/pb-unsweetened-2l-169614,dairy-chilled-frozen/milk-soya/soya-cultured-milk,MARIGOLD,1L,$3.80,,"dairy,chilled,frozen,milk,soya,cultured,Power,Beans,Soya,Milk,Unsweetened,2L"
Fresh Soya Milk Hi-Cal 475ml,https://coldstorage.com.sg/hi-calcium-soya-milk-005870,dairy-chilled-frozen/milk-soya/soya-cultured-milk,NUTRISOY,475ML,$1.45,,"dairy,chilled,frozen,milk,soya,cultured,Fresh,Soya,Milk,Hi-Cal,475ml"
Fresh Soya Milk Hi-Cal Omega No Sugar 475ml,https://coldstorage.com.sg/omega-nsa-soya-milk-099491,dairy-chilled-frozen/milk-soya/soya-cultured-milk,NUTRISOY,475ML,$1.45,,"dairy,chilled,frozen,milk,soya,cultured,Fresh,Soya,Milk,Hi-Cal,Omega,No,Sugar,475ml"
Fresh Soya Milk Hi-Cal Reduced Sugar 475ml,https://coldstorage.com.sg/hical-r-sugar-soya-milk-005869,dairy-chilled-frozen/milk-soya/soya-cultured-milk,NUTRISOY,475ML,$1.45,,"dairy,chilled,frozen,milk,soya,cultured,Fresh,Soya,Milk,Hi-Cal,Reduced,Sugar,475ml"
Fresh Soya Milk High Calcium W/ Almond Reduced Sugar 475ml,https://coldstorage.com.sg/hical-r-soya-milk-w-alm-005868,dairy-chilled-frozen/milk-soya/soya-cultured-milk,NUTRISOY,475ML,$1.50,,"dairy,chilled,frozen,milk,soya,cultured,Fresh,Soya,Milk,High,Calcium,W/,Almond,Reduced,Sugar,475ml"
Soya Milk R/Sg Com Pk 3s,https://coldstorage.com.sg/soya-milk-r-sg-com-pk-3s-052405,dairy-chilled-frozen/milk-soya/soya-cultured-milk,Nutrisoy,1L,$5.50,,"dairy,chilled,frozen,milk,soya,cultured,Soya,Milk,R/Sg,Com,Pk,3s"
Soya Milk With Calcium And Reduced Sugar 1L,https://coldstorage.com.sg/nutrisoy-uht-soy-milk-128234,dairy-chilled-frozen/milk-soya/soya-cultured-milk,NUTRISOY,1L,$1.60,,"dairy,chilled,frozen,milk,soya,cultured,Soya,Milk,With,Calcium,And,Reduced,Sugar,1L"
Non-Dairy Cashew Milk,https://coldstorage.com.sg/non-dairy-cashew-milk-169111,dairy-chilled-frozen/milk-soya/soya-cultured-milk,NUTTY BRUCE,1L,$11.95,,"dairy,chilled,frozen,milk,soya,cultured,Non-Dairy,Cashew,Milk"
Organic Almond Vanilla 4sx240ml,https://coldstorage.com.sg/organic-almond-vanilla-4s-148290,dairy-chilled-frozen/milk-soya/soya-cultured-milk,PACIFIC,240ML,$9.95,,"dairy,chilled,frozen,milk,soya,cultured,Organic,Almond,Vanilla,4sx240ml"
Select Soy Milk Plain 946ml,https://coldstorage.com.sg/select-soy-milk-plain-133115,dairy-chilled-frozen/milk-soya/soya-cultured-milk,PACIFIC,946ML,$5.55,,"dairy,chilled,frozen,milk,soya,cultured,Select,Soy,Milk,Plain,946ml"
So Good Soy Milk Lite 1L,https://coldstorage.com.sg/sogood-soymilk-lite-171508,dairy-chilled-frozen/milk-soya/soya-cultured-milk,SANITARIUM,1PK,$4.80,,"dairy,chilled,frozen,milk,soya,cultured,So,Good,Soy,Milk,Lite,1L"
So Good Soy Milk Regular 1L,https://coldstorage.com.sg/so-good-soy-milk-regular-171507,dairy-chilled-frozen/milk-soya/soya-cultured-milk,SANITARIUM,1PK,$4.80,,"dairy,chilled,frozen,milk,soya,cultured,So,Good,Soy,Milk,Regular,1L"
So Good Soy Milk Vanilla Bliss 1L,https://coldstorage.com.sg/so-gd-soymilk-van-bliss-171509,dairy-chilled-frozen/milk-soya/soya-cultured-milk,SANITARIUM,1PK,$4.80,,"dairy,chilled,frozen,milk,soya,cultured,So,Good,Soy,Milk,Vanilla,Bliss,1L"
Instant Soy Drink Whole Grain NutreMill - Blueberry & Apple Bits 12sX35g,https://coldstorage.com.sg/nutrml-bbery-apl-soy-12s-147703,dairy-chilled-frozen/milk-soya/soya-cultured-milk,SUPER,12 x 35G,$4.95,,"dairy,chilled,frozen,milk,soya,cultured,Instant,Soy,Drink,Whole,Grain,NutreMill,-,Blueberry,&,Apple,Bits,12sX35g"
Instant Organic Soya Milk Powder (No Sugar Added) 12sX30g,https://coldstorage.com.sg/instant-organic-soya-milk-no-sugar-165425,dairy-chilled-frozen/milk-soya/soya-cultured-milk,UNISOY,12S,$8.05,,"dairy,chilled,frozen,milk,soya,cultured,Instant,Organic,Soya,Milk,Powder,(No,Sugar,Added),12sX30g"
Instant Organic Soya Milk Powder 12sX30g,https://coldstorage.com.sg/instant-nutri-soya-milk-powder-12s-125281,dairy-chilled-frozen/milk-soya/soya-cultured-milk,UNISOY,30G,$7.75,,"dairy,chilled,frozen,milk,soya,cultured,Instant,Organic,Soya,Milk,Powder,12sX30g"
Chocolate Soy Milky 1L,https://coldstorage.com.sg/chocolate-soy-milky-137533,dairy-chilled-frozen/milk-soya/soya-cultured-milk,Vitasoy,1L,$3.95,,"dairy,chilled,frozen,milk,soya,cultured,Chocolate,Soy,Milky,1L"
Soya Bean Milk 1L,https://coldstorage.com.sg/soya-bean-drink-761031,dairy-chilled-frozen/milk-soya/soya-cultured-milk,Vitasoy,1L,$2.20,,"dairy,chilled,frozen,milk,soya,cultured,Soya,Bean,Milk,1L"
Fresh Original Goat Milk,https://coldstorage.com.sg/original-goat-milk-168349,dairy-chilled-frozen/milk-soya/low-fat-milk,HAY DAIRIES,800ML,$9.00,,"dairy,chilled,frozen,milk,soya,low,fat,Fresh,Original,Goat,Milk"
Low Fat Fresh Milk 2L,https://coldstorage.com.sg/meiji-063390,dairy-chilled-frozen/milk-soya/low-fat-milk,MEIJI,1.,$6.35,,"dairy,chilled,frozen,milk,soya,low,fat,Low,Fat,Fresh,Milk,2L"
Low Fat Milk 1L,https://coldstorage.com.sg/farmhouse-027789,dairy-chilled-frozen/milk-soya/low-fat-milk,FARMHOUSE,1L,$3.35,Buy 2 @ $5.65,"dairy,chilled,frozen,milk,soya,low,fat,Low,Fat,Milk,1L"
HL Low Fat High Calcium Milk 200ml,https://coldstorage.com.sg/marigold-361007,dairy-chilled-frozen/milk-soya/low-fat-milk,MARIGOLD,200ML,$1.20,,"dairy,chilled,frozen,milk,soya,low,fat,HL,Low,Fat,High,Calcium,Milk,200ml"
Omega Plus Low Fat Hi-Cal Milk 200ml,https://coldstorage.com.sg/magnolia-055693,dairy-chilled-frozen/milk-soya/low-fat-milk,MAGNOLIA,200ML,$1.35,,"dairy,chilled,frozen,milk,soya,low,fat,Omega,Plus,Low,Fat,Hi-Cal,Milk,200ml"
HL Chocolate Milk 200ml,https://coldstorage.com.sg/marigold-061068,dairy-chilled-frozen/milk-soya/low-fat-milk,MARIGOLD,200ML,$1.20,,"dairy,chilled,frozen,milk,soya,low,fat,HL,Chocolate,Milk,200ml"
Low Fat Fresh Milk 1.89L,https://coldstorage.com.sg/low-fat-fresh-milk-006415,dairy-chilled-frozen/milk-soya/low-fat-milk,GREENFIELDS,1.89L,$5.30,,"dairy,chilled,frozen,milk,soya,low,fat,Low,Fat,Fresh,Milk,1.89L"
Low Fat Milk 1L,https://coldstorage.com.sg/greenfields-132264,dairy-chilled-frozen/milk-soya/low-fat-milk,GREENFIELDS,1L,$3.35,,"dairy,chilled,frozen,milk,soya,low,fat,Low,Fat,Milk,1L"
Pasteurised Lactose Free Milk Low-Fat 1%,https://coldstorage.com.sg/organic-valley-115749,dairy-chilled-frozen/milk-soya/low-fat-milk,ORGANIC VALLEY,32OZ,$8.95,,"dairy,chilled,frozen,milk,soya,low,fat,Pasteurised,Lactose,Free,Milk,Low-Fat,1%"
Organic Low Fat Milk 2sX1L,https://coldstorage.com.sg/organic-l-f-milk-t-p-170974,dairy-chilled-frozen/milk-soya/low-fat-milk,ARLA,1L,$7.70,,"dairy,chilled,frozen,milk,soya,low,fat,Organic,Low,Fat,Milk,2sX1L"
High Calcium Skimmed Milk 1L,https://coldstorage.com.sg/greenfields-132265,dairy-chilled-frozen/milk-soya/low-fat-milk,GREENFIELDS,1L,$3.35,,"dairy,chilled,frozen,milk,soya,low,fat,High,Calcium,Skimmed,Milk,1L"
Lo-Fat Hi-Cal Fresh Milk 1L,https://coldstorage.com.sg/magnolia-043004,dairy-chilled-frozen/milk-soya/low-fat-milk,MAGNOLIA,1L,$3.60,,"dairy,chilled,frozen,milk,soya,low,fat,Lo-Fat,Hi-Cal,Fresh,Milk,1L"
HL Low Fat High Calcium Milk 1L,https://coldstorage.com.sg/marigold-361005,dairy-chilled-frozen/milk-soya/low-fat-milk,MARIGOLD,1L,$3.20,,"dairy,chilled,frozen,milk,soya,low,fat,HL,Low,Fat,High,Calcium,Milk,1L"
Skimmed Milk 2L,https://coldstorage.com.sg/meiji-042309,dairy-chilled-frozen/milk-soya/low-fat-milk,MEIJI,2L,$6.35,,"dairy,chilled,frozen,milk,soya,low,fat,Skimmed,Milk,2L"
Organic Milk Reduced Fat,https://coldstorage.com.sg/organic-reduced-fat-milk-099278,dairy-chilled-frozen/milk-soya/low-fat-milk,HERITAGE,1.89L,$12.60,16% off,"dairy,chilled,frozen,milk,soya,low,fat,Organic,Milk,Reduced,Fat"
UHT Lo-Fat Hi-Cal Milk With Oats 6sX230ml,https://coldstorage.com.sg/hclf-milk-with-oats-6s-169721,dairy-chilled-frozen/milk-soya/low-fat-milk,MAGNOLIA,6 x 230ML,$4.70,,"dairy,chilled,frozen,milk,soya,low,fat,UHT,Lo-Fat,Hi-Cal,Milk,With,Oats,6sX230ml"
Low Fat Fresh Milk 830ml,https://coldstorage.com.sg/meiji-301001,dairy-chilled-frozen/milk-soya/low-fat-milk,MEIJI,1.,$3.10,,"dairy,chilled,frozen,milk,soya,low,fat,Low,Fat,Fresh,Milk,830ml"
Lactose-Free Milk,https://coldstorage.com.sg/lactose-free-milk-167901,dairy-chilled-frozen/milk-soya/low-fat-milk,Barambah Organics,1L,$6.95,,"dairy,chilled,frozen,milk,soya,low,fat,Lactose-Free,Milk"
Low Fat Milk 2L,https://coldstorage.com.sg/farmhouse-103851,dairy-chilled-frozen/milk-soya/low-fat-milk,FARMHOUSE,2L,$6.30,,"dairy,chilled,frozen,milk,soya,low,fat,Low,Fat,Milk,2L"
UHT Low Fat Milk 1L,https://coldstorage.com.sg/low-fat-uht-milk-137736,dairy-chilled-frozen/milk-soya/low-fat-milk,SOUTHDALE FARM.,1L,$1.95,Buy 2 @ $2.95,"dairy,chilled,frozen,milk,soya,low,fat,UHT,Low,Fat,Milk,1L"
Slim Milk 1L,https://coldstorage.com.sg/pura-362001,dairy-chilled-frozen/milk-soya/low-fat-milk,PURA,1L,$3.95,,"dairy,chilled,frozen,milk,soya,low,fat,Slim,Milk,1L"
MILK LIGHT,https://coldstorage.com.sg/milk-light-157807,dairy-chilled-frozen/milk-soya/low-fat-milk,A2,1L,$7.70,,"dairy,chilled,frozen,milk,soya,low,fat,MILK,LIGHT"
HL Chocolate Milk 1L,https://coldstorage.com.sg/marigold-038649,dairy-chilled-frozen/milk-soya/low-fat-milk,MARIGOLD,1L,$3.20,,"dairy,chilled,frozen,milk,soya,low,fat,HL,Chocolate,Milk,1L"
Org Milk Skim,https://coldstorage.com.sg/organic-valley-115745,dairy-chilled-frozen/milk-soya/low-fat-milk,ORGANIC VALLEY,32OZ,$8.95,,"dairy,chilled,frozen,milk,soya,low,fat,Org,Milk,Skim"
Organic Low Fat Milk,https://coldstorage.com.sg/low-fat-milk-1-m-fat-156748,dairy-chilled-frozen/milk-soya/low-fat-milk,REAL MILK CO,1L,$9.00,,"dairy,chilled,frozen,milk,soya,low,fat,Organic,Low,Fat,Milk"
OmegaPlus Lo-Fat Hi-Cal Milk 1L,https://coldstorage.com.sg/magnolia-055694,dairy-chilled-frozen/milk-soya/low-fat-milk,MAGNOLIA,1L,$3.55,,"dairy,chilled,frozen,milk,soya,low,fat,OmegaPlus,Lo-Fat,Hi-Cal,Milk,1L"
Low Fat Milk 1L,https://coldstorage.com.sg/low-fat-milk-100-aust-126378,dairy-chilled-frozen/milk-soya/low-fat-milk,PAULS,1L,$3.50,,"dairy,chilled,frozen,milk,soya,low,fat,Low,Fat,Milk,1L"
Hi-Cal Low Fat Milk 500ml,https://coldstorage.com.sg/magnolia-145748,dairy-chilled-frozen/milk-soya/low-fat-milk,MAGNOLIA,500ML,$2.45,,"dairy,chilled,frozen,milk,soya,low,fat,Hi-Cal,Low,Fat,Milk,500ml"
Lo Fat Hi Cal Oat Milk 1L,https://coldstorage.com.sg/magnolia-163914,dairy-chilled-frozen/milk-soya/low-fat-milk,MAGNOLIA,1L,$3.55,,"dairy,chilled,frozen,milk,soya,low,fat,Lo,Fat,Hi,Cal,Oat,Milk,1L"
Lo Fat Hi Cal Oat Milk 500ml,https://coldstorage.com.sg/plus-oat-lowfat-hical-149461,dairy-chilled-frozen/milk-soya/low-fat-milk,MAGNOLIA,500ML,$2.30,,"dairy,chilled,frozen,milk,soya,low,fat,Lo,Fat,Hi,Cal,Oat,Milk,500ml"
HL Strawberry Milk 1L,https://coldstorage.com.sg/marigold-145106,dairy-chilled-frozen/milk-soya/low-fat-milk,MARIGOLD,1L,$3.20,,"dairy,chilled,frozen,milk,soya,low,fat,HL,Strawberry,Milk,1L"
High Calcium Low Fat Milk 946ml,https://coldstorage.com.sg/hc-low-fat-milk-090551,dairy-chilled-frozen/milk-soya/low-fat-milk,MEIJI,946ML,$3.45,,"dairy,chilled,frozen,milk,soya,low,fat,High,Calcium,Low,Fat,Milk,946ml"
Skimmed Milk,https://coldstorage.com.sg/skim-milk-167902,dairy-chilled-frozen/milk-soya/low-fat-milk,Barambah Organics,1L,$6.95,,"dairy,chilled,frozen,milk,soya,low,fat,Skimmed,Milk"
HL Chocolate Milk 2L,https://coldstorage.com.sg/hl-chocolate-milk-062984,dairy-chilled-frozen/milk-soya/low-fat-milk,MARIGOLD,2L,$6.20,,"dairy,chilled,frozen,milk,soya,low,fat,HL,Chocolate,Milk,2L"
LOW FAT MILK ORGANIC (1% MILK FAT),https://coldstorage.com.sg/low-fat-milk-1-m-fat-156749,dairy-chilled-frozen/milk-soya/low-fat-milk,REAL MILK CO,225ML,$3.25,,"dairy,chilled,frozen,milk,soya,low,fat,LOW,FAT,MILK,ORGANIC,(1%,FAT)"
Low Fat Hi Cal Chocolate Milk 1L,https://coldstorage.com.sg/dha-chocolate-1l-100606,dairy-chilled-frozen/milk-soya/low-fat-milk,MAGNOLIA,1L,$3.55,,"dairy,chilled,frozen,milk,soya,low,fat,Low,Fat,Hi,Cal,Chocolate,Milk,1L"
Omega 3 DHA Chocolate Milk 200ml,https://coldstorage.com.sg/dha-chocolate-100475,dairy-chilled-frozen/milk-soya/low-fat-milk,MAGNOLIA,200ML,$1.35,,"dairy,chilled,frozen,milk,soya,low,fat,Omega,3,DHA,Chocolate,Milk,200ml"
HL Banana Milk 1L,https://coldstorage.com.sg/hl-fresh-milk-banana-133054,dairy-chilled-frozen/milk-soya/low-fat-milk,MARIGOLD,1L,$3.20,,"dairy,chilled,frozen,milk,soya,low,fat,HL,Banana,Milk,1L"
HL Banana Milk 200ml,https://coldstorage.com.sg/hl-banana-milk-129580,dairy-chilled-frozen/milk-soya/low-fat-milk,MARIGOLD,200ML,$1.20,,"dairy,chilled,frozen,milk,soya,low,fat,HL,Banana,Milk,200ml"
HL Low Fat High Calcium Milk 2L,https://coldstorage.com.sg/marigold-042652,dairy-chilled-frozen/milk-soya/low-fat-milk,MARIGOLD,2L,$6.20,,"dairy,chilled,frozen,milk,soya,low,fat,HL,Low,Fat,High,Calcium,Milk,2L"
HL Milk W/ Plant Sterols 1L,https://coldstorage.com.sg/hl-fresh-milk-plt-sterol-039464,dairy-chilled-frozen/milk-soya/low-fat-milk,MARIGOLD,1L,$3.60,,"dairy,chilled,frozen,milk,soya,low,fat,HL,Milk,W/,Plant,Sterols,1L"
HL Milk W/ Plant Sterols 200ml,https://coldstorage.com.sg/hl-plant-sterols-156955,dairy-chilled-frozen/milk-soya/low-fat-milk,MARIGOLD,200ML,$1.35,,"dairy,chilled,frozen,milk,soya,low,fat,HL,Milk,W/,Plant,Sterols,200ml"
Low Fat Rice Milk Vanilla 946ml,https://coldstorage.com.sg/low-fat-rice-milk-van-133118,dairy-chilled-frozen/milk-soya/low-fat-milk,PACIFIC,946ML,$5.55,,"dairy,chilled,frozen,milk,soya,low,fat,Low,Fat,Rice,Milk,Vanilla,946ml"
Low Fat Rice Milk-Plain 946ml,https://coldstorage.com.sg/low-fat-rice-milk-plain-133114,dairy-chilled-frozen/milk-soya/low-fat-milk,PACIFIC,946ML,$5.55,,"dairy,chilled,frozen,milk,soya,low,fat,Low,Fat,Rice,Milk-Plain,946ml"
Low Fat Milk Zymil 1L,https://coldstorage.com.sg/zymil-lactos-f-l-f-milk-112100,dairy-chilled-frozen/milk-soya/low-fat-milk,PAULS,1L,$5.65,,"dairy,chilled,frozen,milk,soya,low,fat,Low,Fat,Milk,Zymil,1L"
Organic Low Fat Milk 1L,https://coldstorage.com.sg/organic-low-fat-milk-170973,dairy-chilled-frozen/milk-soya/low-fat-milk,ARLA,1L,$3.95,,"dairy,chilled,frozen,milk,soya,low,fat,Organic,Low,Fat,Milk,1L"
Fresh Milk 2L,https://coldstorage.com.sg/meiji-063389,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,MEIJI,2L,$6.35,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Fresh,Milk,2L"
Fresh Milk 1L,https://coldstorage.com.sg/pura-360009,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,PURA,1L,$3.65,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Fresh,Milk,1L"
Fresh Milk 1L,https://coldstorage.com.sg/farmhouse-012122,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,FARMHOUSE,1L,$3.35,Buy 2 @ $5.65,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Fresh,Milk,1L"
Fresh Milk 200ml,https://coldstorage.com.sg/magnolia-360002,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,MAGNOLIA,200ML,$1.45,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Fresh,Milk,200ml"
Fresh Milk 1L,https://coldstorage.com.sg/fresh-milk-100-australi-118676,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,PAULS,1L,$3.50,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Fresh,Milk,1L"
MILK FULL CREAM,https://coldstorage.com.sg/milk-full-cream-157806,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,A2,1L,$7.70,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,MILK,FULL,CREAM"
Chocolate Fresh Milk 200ml,https://coldstorage.com.sg/meiji-151508,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,MEIJI,200ML,$1.30,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Chocolate,Fresh,Milk,200ml"
Organic Milk Whole,https://coldstorage.com.sg/org-milk-whole-115747,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,ORGANIC VALLEY,32OZ,$8.95,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Organic,Milk,Whole"
Organic Fresh Milk 2sX1L,https://coldstorage.com.sg/organic-fresh-milk-t-p-170972,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,ARLA,2 x 1L,$7.70,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Organic,Fresh,Milk,2sX1L"
Fresh Milk 200ml,https://coldstorage.com.sg/meiji-151511,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,MEIJI,200ML,$1.30,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Fresh,Milk,200ml"
Fresh Milk 830ml,https://coldstorage.com.sg/meiji-300002,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,MEIJI,830ML,$3.10,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Fresh,Milk,830ml"
Fresh Milk 1L,https://coldstorage.com.sg/greenfields-121300,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,GREENFIELDS,1L,$3.35,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Fresh,Milk,1L"
4.3 Deluxe Fresh Milk 946ml,https://coldstorage.com.sg/deluxe-milk-090550,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,MEIJI,946ML,$3.45,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,4.3,Deluxe,Fresh,Milk,946ml"
Chocolate Milk Low Fat 2L,https://coldstorage.com.sg/meiji-144100,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,MEIJI,2L,$6.35,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Chocolate,Milk,Low,Fat,2L"
Fresh Milk 2L,https://coldstorage.com.sg/marigold-035167,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,MARIGOLD,2L,$6.00,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Fresh,Milk,2L"
Fresh Milk 2L,https://coldstorage.com.sg/farmhouse-132998,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,FARMHOUSE,2L,$6.30,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Fresh,Milk,2L"
ORGANIC VITAMIN D MILK,https://coldstorage.com.sg/organic-vitamin-d-milk-099277,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,STREMICKS HERITAGE,1.89L,$12.60,16% off,"dairy,chilled,frozen,milk,soya,fresh,full,cream,ORGANIC,VITAMIN,D,MILK"
Chocolate Malt Milk 1L,https://coldstorage.com.sg/greenfields-132266,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,GREENFIELDS,1L,$3.35,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Chocolate,Malt,Milk,1L"
UHT Full Cream Milk - Disney Marvel 4sX125ml,https://coldstorage.com.sg/disney-marvel-f-crm-4s-127029,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,DUTCH LADY,125ML,$2.50,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,UHT,Full,Cream,Milk,-,Disney,Marvel,4sX125ml"
Fresh Milk Value Pack 3sX1L,https://coldstorage.com.sg/fresh-milk-combo-pack-3s-044799,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,MAGNOLIA,1L,$8.70,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Fresh,Milk,Value,Pack,3sX1L"
Strawberry Fresh Milk 830ml,https://coldstorage.com.sg/meiji-303002,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,MEIJI,1.,$3.10,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Strawberry,Fresh,Milk,830ml"
Organic Milk Whole,https://coldstorage.com.sg/organic-milk-whole-013967,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,HORIZON ORGANIC,64OZ,$17.50,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Organic,Milk,Whole"
Chocolate Fresh Milk 830ml,https://coldstorage.com.sg/meiji-403200,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,MEIJI,1BOTT,$3.10,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Chocolate,Fresh,Milk,830ml"
Full Cream Milk,https://coldstorage.com.sg/full-cream-milk-167900,dairy-chilled-frozen/milk-soya/fresh-full-cream-milk,Barambah Organics,1L,$6.95,,"dairy,chilled,frozen,milk,soya,fresh,full,cream,Full,Cream,Milk"
